track_name,artist,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Track_1,Artist_52,Album_12,0.8082352100092222,0.15378370551321618,-24.86073987427205,0.6482091774485559,0.5757193053312043,0.28940513070441265,0.7608075414310771,0.1555400915004873,130.8912754986505,Hip-Hop
Track_2,Artist_93,Album_46,0.9476880259644708,0.886171294055993,-59.49026528356743,0.4131944788027977,0.583386232327748,0.6624299734213518,0.850780382630682,0.963687165956651,128.62839958878794,Jazz
Track_3,Artist_15,Album_32,0.0723164752579386,0.45851856218701537,-14.33964102302668,0.40561939025544236,0.7499869843799752,0.6131219737415599,0.25700623222243224,0.9467897767251591,110.65303152496863,Hip-Hop
Track_4,Artist_72,Album_15,0.9551152072917014,0.5645906389334635,-17.219142488295553,0.6795518365726839,0.5098899482056102,0.5310031297429625,0.40709195615801974,0.3361096462206038,199.1843308354428,Hip-Hop
Track_5,Artist_61,Album_16,0.5225765993367452,0.6630272037231474,-38.022816827608665,0.06709373262987872,0.10482264094076554,0.6829644186886872,0.4985692169635553,0.6397477120376796,75.56370658553777,Electronic
Track_6,Artist_21,Album_22,0.2995656779538739,0.6790666044956374,-56.823843865870906,0.5937057829514346,0.8582913355531061,0.6373908503732993,0.5333268427529364,0.5337533205937861,142.630132988005,Electronic
Track_7,Artist_83,Album_28,0.07686207527616351,0.9317404033165082,-14.704047612896979,0.7720317859723548,0.30976458318518707,0.8813248894649517,0.6594901710876518,0.8155869805157686,155.4354226157384,R&B
Track_8,Artist_87,Album_20,0.5006242680704178,0.9969494174116696,-2.689490371312054,0.8282127578865942,0.971297460306592,0.5860163774782966,0.041603233355321345,0.6274456098169422,190.80620115037223,Jazz
Track_9,Artist_75,Album_33,0.7945155444907487,0.7201574609309402,-45.590904238679144,0.1705303893937753,0.11786010867977015,0.7786013587005565,0.721477082734017,0.000252454490562104,169.2284895599466,Rock
Track_10,Artist_75,Album_10,0.7070864772666982,0.2872212092051508,-40.58852317577772,0.8974190500781737,0.9582511722325032,0.24870715596646786,0.06197100697941027,0.7631743856097388,150.13860839361655,Jazz
Track_11,Artist_88,Album_40,0.05022601146397376,0.8797524022943436,-48.9712266310911,0.6561460918474422,0.09101180688251698,0.678182584589068,0.46828856767286786,0.7468481212961181,76.35372435369717,Jazz
Track_12,Artist_100,Album_32,0.07290183536790351,0.04922091454076161,-25.38383259930962,0.8818548008206828,0.23103613794705946,0.9021941183826757,0.8276711355691941,0.509722705566481,112.32269235640544,Pop
Track_13,Artist_24,Album_50,0.4028732826326371,0.2310808528744962,-50.709516321152705,0.48528071711019827,0.04657994208654159,0.38573232789983325,0.45121531327839626,0.9029189732330538,79.43782995671793,Classical
Track_14,Artist_3,Album_33,0.2952904940479433,0.8973857174637149,-38.62836339231723,0.542033345097202,0.7051131466389949,0.7791041873386466,0.14908974876824777,0.9084462056904016,183.36978254517192,Hip-Hop
Track_15,Artist_22,Album_2,0.23238432305604784,0.25619151443935495,-18.179219163944225,0.9190382770286711,0.8502987365717918,0.7247893011954354,0.9850338450059597,0.5239116767043972,164.94696177891,Pop
Track_16,Artist_53,Album_33,0.2810044989087136,0.22065105962174847,-26.393041019439096,0.8999095433546718,0.4340710818159804,0.05952619687182248,0.8892854620742633,0.6079882311965377,166.0551501516121,R&B
Track_17,Artist_2,Album_33,0.8034827432968846,0.13812529314024724,-36.812246140323886,0.448160873369002,0.9285220750424297,0.5815083096240723,0.771313633225014,0.9965220719246723,151.3159124882962,Classical
Track_18,Artist_88,Album_41,0.9292280536318539,0.8591117576469165,-34.78502389154748,0.27441263163568175,0.5902990717555996,0.13018934920080238,0.4115116028992104,0.2988202348114175,130.98609517113937,R&B
Track_19,Artist_30,Album_13,0.4051026945275664,0.5000582591910867,-26.273347042606233,0.39317043456426415,0.6300071354465232,0.9673191722305912,0.1838457268892978,0.32461724231147737,80.99594832488961,Hip-Hop
Track_20,Artist_38,Album_30,0.9061110021324971,0.6748932030541548,-59.64811632677032,0.38776432852974974,0.8454192017007699,0.8114075027006562,0.9414111814185012,0.18277390266349636,106.15728413870724,R&B
Track_21,Artist_2,Album_33,0.32149570124788196,0.23906638407502967,-55.28940789278341,0.28686687498279395,0.2968002050518389,0.10972380124712011,0.532351126517139,0.895866939157868,79.16821094676467,Jazz
Track_22,Artist_64,Album_13,0.4764369863437916,0.7580404210112165,-7.124515934219303,0.26857960433296657,0.3542657213276258,0.12175199764767841,0.8523554603874851,0.7444883899492662,161.48783999932806,Country
Track_23,Artist_60,Album_26,0.22602899781599972,0.7600055449620985,-55.327260654522554,0.8610629364797194,0.9059519191946444,0.594473854912619,0.34209500575942575,0.10564284887024189,82.4320286430807,Hip-Hop
Track_24,Artist_21,Album_22,0.640476042175844,0.31259802490830013,-17.591784227369693,0.06986192068466168,0.9009634960387638,0.3448891741731833,0.3352883170794706,0.9817673511979657,158.29589702403598,Rock
Track_25,Artist_33,Album_39,0.9789811151748089,0.41068263301028285,-4.797710153456848,0.6776111820995941,0.9764827762008709,0.03490585907310928,0.9855404806740391,0.730961708161116,156.91575454342666,Rock
Track_26,Artist_76,Album_2,0.6034930960433786,0.20969027743020086,-43.75898374189613,0.1728200514564523,0.9018383164416711,0.5416415078330531,0.5218330484948498,0.8505221096049745,124.30262705878044,Jazz
Track_27,Artist_58,Album_38,0.35781408411354887,0.9765610233229043,-37.77051377642914,0.34450589339406323,0.1273720360333609,0.3878450996858469,0.1406954238607463,0.048150789173200925,78.93201157652732,R&B
Track_28,Artist_22,Album_39,0.6478174459905284,0.6456025770584116,-25.86471564931702,0.06154303413483686,0.8237242861369873,0.10107649237174265,0.2196746779947074,0.5049609189421677,104.07211565876514,Electronic
Track_29,Artist_89,Album_26,0.12292067846538757,0.9345438807155155,-7.097461821684917,0.26997363685546205,0.40983847810959406,0.8019203922559827,0.4819442793927208,0.6985982867270393,104.8130352705772,Rock
Track_30,Artist_49,Album_46,0.8886590802653986,0.30338554362913317,-3.485664764374789,0.7684210711172421,0.9908013559459379,0.915076765278806,0.04247091048841134,0.5429465845718413,158.05391864006108,Jazz
Track_31,Artist_91,Album_50,0.5030839507798364,0.7818909129968897,-15.62620511332392,0.8850153245472586,0.47228096432880107,0.75659393401413,0.4625339853783005,0.6666474656992775,75.9240227179214,Pop
Track_32,Artist_59,Album_15,0.44934974203964206,0.765858643884742,-54.80281434871836,0.22152715190236705,0.5538360825022206,0.8224223100162773,0.4189408420801276,0.8178740635904725,176.0696104702527,Electronic
Track_33,Artist_42,Album_34,0.5858647884535192,0.6916556518665415,-19.850750667908954,0.46354783925892185,0.5297749152567985,0.21649056726611737,0.779336265319487,0.3743370629601962,166.54102062602794,Rock
Track_34,Artist_92,Album_42,0.6247838627894025,0.9656389752668004,-35.381776687640276,0.4703240479372064,0.3217370298582778,0.263572950918601,0.35494196448924176,0.8486686756187097,86.08296854439834,Country
Track_35,Artist_60,Album_44,0.07177580622651303,0.39355533610631555,-31.757940030536304,0.8735753057597342,0.07502208889291817,0.20852754029918774,0.9825487615395994,0.16291610476529073,160.68301344904452,Jazz
Track_36,Artist_80,Album_49,0.6826172212234024,0.1307173235897573,-57.05109657928938,0.7627990528758054,0.8956512304019185,0.765063431365564,0.18076991930090314,0.27088605502637475,153.59184540549506,Jazz
